,artistName,trackName,end_time,day_of_week,time_played,skipped
17804,Marc E. Bassy,Just My Luck,2020-07-01 00:51:00,2,0 days 00:01:47.309000000,False
17805,LANY,ILYSB,2020-07-01 20:08:00,2,0 days 00:00:01.343000000,True
17806,Dylan Jordan,aliso,2020-07-01 20:08:00,2,0 days 00:02:47.445000000,False
17807,Flume,Depth Charge,2020-07-01 20:08:00,2,0 days 00:00:00.768000000,True
17808,half•alive,Aawake At Night,2020-07-01 20:11:00,2,0 days 00:03:19.056000000,False
17809,Glass Animals,Take A Slice,2020-07-01 20:12:00,2,0 days 00:00:00.981000000,True
17810,WATTS,Feels,2020-07-01 20:12:00,2,0 days 00:00:05.973000000,True
17811,The Shins,Phantom Limb,2020-07-01 20:12:00,2,0 days 00:00:50.086000000,False
17812,DOUBLECAMP,Wake Up,2020-07-01 20:14:00,2,0 days 00:00:00.789000000,True
17813,Louis The Child,We Are Here For Now,2020-07-01 20:14:00,2,0 days 00:00:01.343000000,True
17814,Ark Patrol,Hex,2020-07-01 20:14:00,2,0 days 00:00:01.728000000,True
17815,Louis The Child,Bittersweet,2020-07-01 20:14:00,2,0 days 00:00:01.600000000,True
17816,DOUBLECAMP,Whenever You Call,2020-07-01 20:14:00,2,0 days 00:00:02.048000000,True
17817,MEDUZA,Piece Of Your Heart,2020-07-01 20:14:00,2,0 days 00:00:01.408000000,True
17818,Glass Animals,Tokyo Drifting (with Denzel Curry),2020-07-01 20:14:00,2,0 days 00:00:01.600000000,True
17819,Big Gigantic,Friends,2020-07-01 20:14:00,2,0 days 00:00:01.258000000,True
17820,Louis The Child,Big Love (with EARTHGANG),2020-07-01 20:14:00,2,0 days 00:01:30.346000000,False
17821,Surfaces,Keep It Gold,2020-07-01 20:14:00,2,0 days 00:00:01.280000000,True
17822,Passion Pit,I Found U,2020-07-01 20:14:00,2,0 days 00:00:00.618000000,True
17823,Hozier,From Eden,2020-07-01 20:14:00,2,0 days 00:00:00.938000000,True
17824,blackbear,90210,2020-07-01 20:14:00,2,0 days 00:00:00.896000000,True
17825,"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),2020-07-01 20:14:00,2,0 days 00:00:01.066000000,True
17826,Winnetka Bowling League,CVS,2020-07-01 20:14:00,2,0 days 00:00:00.831000000,True
17827,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),2020-07-01 20:14:00,2,0 days 00:00:00.853000000,True
17828,Louis The Child,Free (with Drew Love),2020-07-01 20:15:00,2,0 days 00:00:34.495000000,False
17829,Clean Bandit,Rather Be (feat. Jess Glynne),2020-07-01 23:46:00,2,0 days 00:00:01.130000000,True
17830,Kacey Musgraves,Butterflies,2020-07-01 23:46:00,2,0 days 00:00:01.486000000,True
17831,Sub Urban,Cradles,2020-07-01 23:46:00,2,0 days 00:00:02.069000000,True
17832,Louis The Child,Go,2020-07-01 23:46:00,2,0 days 00:00:06.494000000,True
17833,Harry Styles,Watermelon Sugar,2020-07-01 23:49:00,2,0 days 00:02:54.000000000,False
17834,New Politics,West End Kids,2020-07-01 23:49:00,2,0 days 00:00:38.310000000,False
17835,Dexys Midnight Runners,Come On Eileen,2020-07-01 23:53:00,2,0 days 00:03:25.933000000,False
17836,Rihanna,FourFiveSeconds,2020-07-01 23:56:00,2,0 days 00:03:08.238000000,False
17837,Mumford & Sons,Tompkins Square Park,2020-07-02 00:01:00,3,0 days 00:05:11.626000000,False
17838,Ellie Goulding,Anything Could Happen,2020-07-02 00:06:00,3,0 days 00:04:46.322000000,False
17839,FINNEAS,I Don't Miss You at All,2020-07-02 00:08:00,3,0 days 00:02:08.916000000,False
17840,Jukebox The Ghost,Everybody's Lonely,2020-07-02 00:18:00,3,0 days 00:03:05.693000000,False
17841,EVAN GIIA,WESTWORLD,2020-07-02 00:18:00,3,0 days 00:00:09.509000000,True
17842,Alvaro Soler,El Mismo Sol,2020-07-02 00:18:00,3,0 days 00:00:42.074000000,False
17843,Lostboycrow,Devil's in the Backseat,2020-07-02 00:23:00,3,0 days 00:04:03.461000000,False
17844,The Killers,Mr. Brightside,2020-07-02 00:26:00,3,0 days 00:03:42.586000000,False
17845,Sub Urban,Cradles,2020-07-02 01:10:00,3,0 days 00:00:03.715000000,True
17846,Disclosure,Omen,2020-07-02 01:10:00,3,0 days 00:03:38.776000000,False
17847,The Beatles,"Ob-La-Di, Ob-La-Da - 2018 Mix",2020-07-02 01:39:00,3,0 days 00:03:08.813000000,False
17848,Labrinth,Like A Movie,2020-07-02 01:41:00,3,0 days 00:02:20.750000000,False
17849,The Palms,Beach Daze,2020-07-02 01:42:00,3,0 days 00:01:20.313000000,False
17850,Wild Child,Crazy Bird,2020-07-02 01:42:00,3,0 days 00:00:03.645000000,True
17851,Surfaces,24 / 7 / 365,2020-07-02 01:43:00,3,0 days 00:00:58.583000000,False
17852,Quinn XCII,Two 10s,2020-07-02 01:44:00,3,0 days 00:00:04.643000000,True
17853,Twenty One Pilots,House of Gold,2020-07-02 01:46:00,3,0 days 00:02:43.880000000,False
17854,The Mowgli's,I Feel Good About This,2020-07-02 01:47:00,3,0 days 00:00:35.776000000,False
17855,Phony Ppl,Why iii Love The Moon.,2020-07-02 01:52:00,3,0 days 00:04:52.803000000,False
17856,The Backseat Lovers,Kilby Girl,2020-07-02 01:52:00,3,0 days 00:00:04.226000000,True
17857,Two Door Cinema Club,Changing of the Seasons,2020-07-02 01:55:00,3,0 days 00:03:12.772000000,False
17858,Summer Salt,Rockaway,2020-07-02 01:56:00,3,0 days 00:00:43.514000000,False
17859,Smallpools,Passenger Side,2020-07-02 01:59:00,3,0 days 00:02:48.809000000,False
17860,Smallpools,Passenger Side,2020-07-02 10:42:00,3,0 days 00:00:12.956000000,True
17861,Surfaces,Take It Easy,2020-07-02 10:42:00,3,0 days 00:00:02.600000000,True
17862,Portugal. The Man,Feel It Still,2020-07-02 10:49:00,3,0 days 00:00:03.518000000,True
17863,Khalid,Young Dumb & Broke,2020-07-02 10:49:00,3,0 days 00:03:22.546000000,False
17864,Vance Joy,Saturday Sun,2020-07-02 10:49:00,3,0 days 00:00:02.879000000,True
17865,Grouplove,Welcome to Your Life,2020-07-02 10:49:00,3,0 days 00:00:03.831000000,True
17866,alt-J,Left Hand Free,2020-07-02 10:52:00,3,0 days 00:02:53.630000000,False
17867,Briston Maroney,Freakin' Out On the Interstate,2020-07-02 10:54:00,3,0 days 00:02:28.603000000,False
17868,Social House,Magic In The Hamptons (feat. Lil Yachty),2020-07-02 10:57:00,3,0 days 00:00:04.643000000,True
17869,Dominic Fike,3 Nights,2020-07-02 10:57:00,3,0 days 00:02:55.891000000,False
17870,Drake,Nice For What,2020-07-02 11:01:00,3,0 days 00:03:30.746000000,False
17871,Rex Orange County,Television / So Far So Good,2020-07-02 11:05:00,3,0 days 00:04:22.600000000,False
17872,Kacey Musgraves,Velvet Elvis,2020-07-02 11:08:00,3,0 days 00:02:34.386000000,False
17873,Zara Larsson,Never Forget You,2020-07-02 11:11:00,3,0 days 00:03:33.427000000,False
17874,half•alive,still feel.,2020-07-02 11:22:00,3,0 days 00:04:07.437000000,False
17875,BØRNS,Past Lives,2020-07-02 11:26:00,3,0 days 00:04:34.320000000,False
17876,The Naked And Famous,Young Blood,2020-07-02 11:30:00,3,0 days 00:04:06.600000000,False
17877,Billie Eilish,bellyache,2020-07-02 11:33:00,3,0 days 00:02:59.172000000,False
17878,Sugar Ray,Someday - Remastered,2020-07-02 11:38:00,3,0 days 00:04:03.333000000,False
17879,boy pablo,Feeling Lonely,2020-07-02 11:41:00,3,0 days 00:03:17.946000000,False
17880,Arizona Zervas,ROXANNE,2020-07-02 11:44:00,3,0 days 00:02:43.636000000,False
17881,Imagine Dragons,It's Time,2020-07-02 11:48:00,3,0 days 00:03:57.986000000,False
17882,Post Malone,Circles,2020-07-02 11:51:00,3,0 days 00:03:35.280000000,False
17883,Post Malone,Die For Me (feat. Future & Halsey),2020-07-02 11:55:00,3,0 days 00:04:05.266000000,False
17884,Death Cab for Cutie,I Dreamt We Spoke Again - Louis the Child Remix,2020-07-02 11:58:00,3,0 days 00:03:10.399000000,False
17885,Two Door Cinema Club,Undercover Martyn,2020-07-02 11:59:00,3,0 days 00:00:57.639000000,False
17886,BENEE,Glitter,2020-07-02 12:00:00,3,0 days 00:00:08.544000000,True
17887,Tiësto,Jackie Chan,2020-07-02 12:03:00,3,0 days 00:03:35.760000000,False
17888,MGMT,Kids,2020-07-02 12:08:00,3,0 days 00:05:02.840000000,False
17889,Mike Posner,Cooler Than Me - Single Mix,2020-07-02 12:12:00,3,0 days 00:03:33.293000000,False
17890,The Beatles,"Ob-La-Di, Ob-La-Da - Remastered 2009",2020-07-02 12:16:00,3,0 days 00:00:02.356000000,True
17891,Plain White T's,Hey There Delilah,2020-07-02 12:16:00,3,0 days 00:03:52.533000000,False
17892,Cardi B,I Like It,2020-07-02 12:20:00,3,0 days 00:04:13.390000000,False
17893,Still Woozy,Goodie Bag,2020-07-02 12:22:00,3,0 days 00:02:26.390000000,False
17894,The Outfield,Your Love,2020-07-02 12:33:00,3,0 days 00:03:42.168000000,False
17895,ILLENIUM,Good Things Fall Apart (with Jon Bellion),2020-07-02 12:36:00,3,0 days 00:03:36.668000000,False
17896,Jon Bellion,Blu,2020-07-02 12:40:00,3,0 days 00:03:03.344000000,False
17897,fun.,Some Nights,2020-07-02 12:41:00,3,0 days 00:01:11.401000000,False
17898,Declan McKenna,Why Do You Feel So Down,2020-07-02 17:11:00,3,0 days 00:03:40.706000000,False
17899,Peach Tree Rascals,Mariposa,2020-07-02 17:15:00,3,0 days 00:03:30.000000000,False
17900,Glass Animals,Your Love (Déjà Vu),2020-07-02 17:18:00,3,0 days 00:00:35.149000000,False
17901,Beach Weather,"Sex, Drugs, Etc.",2020-07-02 17:18:00,3,0 days 00:03:16.784000000,False
17902,Beach Weather,"Sex, Drugs, Etc.",2020-07-02 17:19:00,3,0 days 00:00:04.086000000,True
17903,Glass Animals,Your Love (Déjà Vu),2020-07-02 17:22:00,3,0 days 00:03:54.372000000,False
17904,Hailee Steinfeld,Afterlife,2020-07-02 17:23:00,3,0 days 00:00:32.598000000,False
17905,Peach Tree Rascals,Mango,2020-07-02 17:23:00,3,0 days 00:00:02.089000000,True
17906,Red Hot Chili Peppers,Feasting on the Flowers,2020-07-02 17:26:00,3,0 days 00:03:22.933000000,False
17907,Jack Antonoff,Never Fall In Love,2020-07-02 17:29:00,3,0 days 00:00:03.436000000,True
17908,Labrinth,All For Us - from the HBO Original Series Euphoria,2020-07-02 17:29:00,3,0 days 00:00:01.416000000,True
17909,BROCKHAMPTON,SUGAR,2020-07-02 17:29:00,3,0 days 00:02:56.329000000,False
17910,Labrinth,Still Don't Know My Name,2020-07-02 17:32:00,3,0 days 00:02:33.294000000,False
17911,Kevin Abstract,Baby Boy,2020-07-02 17:35:00,3,0 days 00:03:31.668000000,False
17912,Glass Animals,The Other Side Of Paradise,2020-07-02 17:41:00,3,0 days 00:05:20.654000000,False
17913,DOUBLECAMP,Dreamers,2020-07-02 17:44:00,3,0 days 00:02:58.709000000,False
17914,Still Woozy,Window,2020-07-02 17:46:00,3,0 days 00:02:19.293000000,False
17915,Hozier,Almost (Sweet Music),2020-07-02 17:47:00,3,0 days 00:00:31.162000000,False
17916,Hozier,Almost (Sweet Music),2020-07-02 18:02:00,3,0 days 00:00:04.156000000,True
17917,COIN,Malibu 1992,2020-07-02 18:08:00,3,0 days 00:05:41.200000000,False
17918,Co-Stanza,I Don't Mind,2020-07-02 18:10:00,3,0 days 00:02:19.218000000,False
17919,Cherub,Doses & Mimosas,2020-07-02 18:17:00,3,0 days 00:05:20.923000000,False
17920,Still Woozy,Maybe She,2020-07-02 18:20:00,3,0 days 00:02:49.090000000,False
17921,Lennon Stella,Breakaway,2020-07-02 18:23:00,3,0 days 00:00:01.184000000,True
17922,Lennon Stella,Games,2020-07-02 18:23:00,3,0 days 00:00:00.069000000,True
17923,Ritt Momney,Put Your Records On,2020-07-02 18:23:00,3,0 days 00:02:58.615000000,False
17924,Lennon Stella,Much Too Much,2020-07-02 18:23:00,3,0 days 00:00:00.766000000,True
17925,Glass Animals,Dreamland,2020-07-02 18:23:00,3,0 days 00:00:09.125000000,True
17926,Lennon Stella,Goodnight,2020-07-02 18:23:00,3,0 days 00:00:00.835000000,True
17927,Jon Bellion,Timeless,2020-07-02 18:23:00,3,0 days 00:00:01.625000000,True
17928,Sam Fischer,Restless,2020-07-02 18:26:00,3,0 days 00:02:53.405000000,False
17929,Alec Benjamin,1994,2020-07-02 18:26:00,3,0 days 00:00:05.097000000,True
17930,Lennon Stella,Jealous,2020-07-02 18:31:00,3,0 days 00:00:07.312000000,True
17931,Coldplay,Magic,2020-07-02 18:31:00,3,0 days 00:04:45.014000000,False
17932,Absofacto,Dissolve,2020-07-02 18:35:00,3,0 days 00:03:44.660000000,False
17933,Daði Freyr,Think About Things,2020-07-02 18:38:00,3,0 days 00:02:53.385000000,False
17934,BENEE,Afterlife,2020-07-02 18:42:00,3,0 days 00:03:56.760000000,False
17935,Electric Guest,Oh Devil,2020-07-02 18:45:00,3,0 days 00:03:37.586000000,False
17936,half•alive,arrow,2020-07-02 18:49:00,3,0 days 00:03:42.706000000,False
17937,Lostboycrow,Happy New Year,2020-07-02 18:53:00,3,0 days 00:03:30.955000000,False
17938,Bazzi,Focus (feat. 21 Savage),2020-07-02 18:54:00,3,0 days 00:00:00.719000000,True
17939,Sigrid,In Vain,2020-07-02 18:54:00,3,0 days 00:00:01.439000000,True
17940,Russ,Missin You Crazy,2020-07-02 18:54:00,3,0 days 00:01:28.886000000,False
17941,Cool Company,Lockjaw - Cool Company Remix,2020-07-02 18:54:00,3,0 days 00:00:01.393000000,True
17942,half•alive,RUNAWAY,2020-07-02 18:59:00,3,0 days 00:02:42.200000000,False
17943,Frank Ocean,Lost,2020-07-02 19:03:00,3,0 days 00:03:54.093000000,False
17944,Declan McKenna,Brazil,2020-07-02 19:07:00,3,0 days 00:04:12.306000000,False
17945,Aquilo,Thin,2020-07-02 19:08:00,3,0 days 00:00:57.667000000,False
17946,Superorganism,Something For Your M.I.N.D.,2020-07-02 19:11:00,3,0 days 00:02:45.391000000,False
17947,BENEE,Supalonely,2020-07-02 19:12:00,3,0 days 00:00:00.975000000,True
17948,24kGoldn,CITY OF ANGELS,2020-07-02 19:12:00,3,0 days 00:00:01.207000000,True
17949,Troye Sivan,EASE,2020-07-02 19:12:00,3,0 days 00:00:45.990000000,False
17950,Sam.Sts,Applesauce,2020-07-02 19:15:00,3,0 days 00:03:21.610000000,False
17951,Fleet Foxes,White Winter Hymnal,2020-07-02 19:18:00,3,0 days 00:02:27.026000000,False
17952,Labrinth,When I R.I.P.,2020-07-02 19:21:00,3,0 days 00:02:54.567000000,False
17953,Glass Animals,Season 2 Episode 3,2020-07-02 19:25:00,3,0 days 00:04:03.509000000,False
17954,half•alive,Pure Gold,2020-07-02 19:28:00,3,0 days 00:03:34.226000000,False
17955,Mac Miller,Blue World,2020-07-02 19:32:00,3,0 days 00:03:29.440000000,False
17956,BENEE,Find an Island,2020-07-02 19:35:00,3,0 days 00:03:12.613000000,False
17957,Alec Benjamin,Jesus In LA,2020-07-02 19:38:00,3,0 days 00:02:51.539000000,False
17958,Labrinth,Forever,2020-07-02 20:21:00,3,0 days 00:03:19.194000000,False
17959,Sufjan Stevens,Should Have Known Better,2020-07-02 20:21:00,3,0 days 00:00:08.312000000,True
17960,N.E.R.D,Lemon (feat. Drake) - Drake Remix,2020-07-02 20:22:00,3,0 days 00:00:00.000000000,True
17961,Robotaki,Together We're Screwed,2020-07-02 20:22:00,3,0 days 00:00:00.000000000,True
17962,Lauv,Mean It,2020-07-02 20:22:00,3,0 days 00:00:00.000000000,True
17963,Jess Glynne,Hold My Hand,2020-07-02 20:23:00,3,0 days 00:00:00.000000000,True
17964,Ski Mask The Slump God,Foot Fungus,2020-07-02 20:23:00,3,0 days 00:00:00.000000000,True
17965,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",2020-07-02 20:28:00,3,0 days 00:04:41.613000000,False
17966,Billie Eilish,xanny,2020-07-02 20:30:00,3,0 days 00:02:25.435000000,False
17967,Sublime,Badfish,2020-07-02 20:30:00,3,0 days 00:00:00.000000000,True
17968,Alec Benjamin,Boy In The Bubble,2020-07-02 20:31:00,3,0 days 00:00:02.252000000,True
17969,Lady Gaga,Always Remember Us This Way,2020-07-02 20:31:00,3,0 days 00:00:02.948000000,True
17970,Perfume Genius,Slip Away,2020-07-02 20:31:00,3,0 days 00:00:02.461000000,True
17971,Quinn XCII,New Wave,2020-07-02 20:31:00,3,0 days 00:00:01.811000000,True
17972,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2020-07-02 20:33:00,3,0 days 00:02:38.040000000,False
17973,Brenton Wood,The Oogum Boogum Song,2020-07-02 20:34:00,3,0 days 00:01:06.716000000,False
17974,Alvaro Soler,El Mismo Sol,2020-07-02 20:38:00,3,0 days 00:03:08.093000000,False
17975,Hippo Campus,Vines,2020-07-02 21:07:00,3,0 days 00:02:39.056000000,False
17976,Post Malone,Allergic,2020-07-02 21:08:00,3,0 days 00:00:36.767000000,False
17977,Hippo Campus,Vines,2020-07-02 21:09:00,3,0 days 00:00:55.309000000,False
17978,Post Malone,Allergic,2020-07-02 21:09:00,3,0 days 00:00:01.695000000,True
17979,Jason Mraz,The Remedy (I Won't Worry),2020-07-02 21:13:00,3,0 days 00:04:16.440000000,False
17980,Dr. Dog,Nellie,2020-07-02 21:15:00,3,0 days 00:01:35.305000000,False
17981,Post Malone,I'm Gonna Be,2020-07-02 21:18:00,3,0 days 00:00:03.997000000,True
17982,XXXTENTACION,NUMB,2020-07-02 21:18:00,3,0 days 00:00:00.000000000,True
17983,Cage The Elephant,Social Cues,2020-07-02 21:18:00,3,0 days 00:00:00.000000000,True
17984,Billie Eilish,all the good girls go to hell,2020-07-02 21:18:00,3,0 days 00:02:48.839000000,False
17985,Billie Eilish,bitches broken hearts,2020-07-02 21:22:00,3,0 days 00:00:02.767000000,True
17986,Cautious Clay,Cold War,2020-07-02 21:22:00,3,0 days 00:03:24.133000000,False
17987,Khalid,Hundred,2020-07-02 21:25:00,3,0 days 00:03:29.026000000,False
17988,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),2020-07-02 21:35:00,3,0 days 00:03:02.623000000,False
17989,Lykke Li,sex money feelings die,2020-07-02 21:37:00,3,0 days 00:02:19.840000000,False
17990,Quinn XCII,Stacy,2020-07-02 21:38:00,3,0 days 00:00:38.210000000,False
17991,Baaba Maal,There Will Be Time,2020-07-03 01:51:00,4,0 days 00:00:02.391000000,True
17992,Jerry Douglas,The Boxer,2020-07-03 01:51:00,4,0 days 00:00:00.812000000,True
17993,U2,Sweetest Thing,2020-07-03 01:51:00,4,0 days 00:00:04.226000000,True
17994,MAGIC GIANT,Set On Fire,2020-07-03 01:51:00,4,0 days 00:00:01.578000000,True
17995,Milky Chance,Alive,2020-07-03 01:51:00,4,0 days 00:00:02.438000000,True
17996,Quinn XCII,Always Been You,2020-07-03 01:55:00,4,0 days 00:03:55.720000000,False
17997,Peach Tree Rascals,Mango,2020-07-03 01:58:00,4,0 days 00:03:11.072000000,False
17998,Still Woozy,Maybe She,2020-07-03 02:01:00,4,0 days 00:02:49.090000000,False
17999,Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2020-07-03 02:05:00,4,0 days 00:03:47.478000000,False
18000,Electric Guest,Oh Devil,2020-07-03 02:09:00,4,0 days 00:03:37.586000000,False
18001,BENEE,Afterlife,2020-07-03 02:13:00,4,0 days 00:03:56.760000000,False
18002,Lostboycrow,Happy New Year,2020-07-03 02:16:00,4,0 days 00:03:30.955000000,False
18003,Red Hot Chili Peppers,Feasting on the Flowers,2020-07-03 02:20:00,4,0 days 00:03:22.933000000,False
18004,DOUBLECAMP,Dreamers,2020-07-03 02:23:00,4,0 days 00:02:58.709000000,False
18005,Still Woozy,Window,2020-07-03 02:25:00,4,0 days 00:02:19.293000000,False
18006,BENEE,Glitter,2020-07-03 02:28:00,4,0 days 00:03:00.146000000,False
18007,Hippo Campus,Bambi,2020-07-03 02:31:00,4,0 days 00:03:14.400000000,False
18008,Harry Styles,"Sunflower, Vol. 6",2020-07-03 02:35:00,4,0 days 00:03:41.826000000,False
18009,Vampire Weekend,Sunflower (feat. Steve Lacy),2020-07-03 02:37:00,4,0 days 00:02:17.600000000,False
18010,Rex Orange County,10/10,2020-07-03 02:40:00,4,0 days 00:02:26.093000000,False
18011,Arizona Zervas,ROXANNE,2020-07-03 02:40:00,4,0 days 00:00:21.976000000,True
18012,Quinn XCII,Walls,2020-07-03 02:43:00,4,0 days 00:02:59.306000000,False
18013,Khalid,Talk (feat. Disclosure),2020-07-03 02:46:00,4,0 days 00:03:17.573000000,False
18014,Red Hot Chili Peppers,Snow (Hey Oh),2020-07-03 02:52:00,4,0 days 00:05:34.666000000,False
18015,Still Woozy,Goodie Bag,2020-07-03 02:54:00,4,0 days 00:02:26.390000000,False
18016,Hippo Campus,Buttercup,2020-07-03 02:58:00,4,0 days 00:03:46.610000000,False
18017,boy pablo,Feeling Lonely,2020-07-03 03:01:00,4,0 days 00:03:17.946000000,False
18018,Bad Suns,Cardiac Arrest,2020-07-03 03:04:00,4,0 days 00:03:02.518000000,False
18019,Hippo Campus,Vines,2020-07-03 03:07:00,4,0 days 00:02:39.056000000,False
18020,Tow'rs,Belly of the Deepest Love,2020-07-03 03:13:00,4,0 days 00:06:21.467000000,False
18021,Quinn XCII,Straightjacket,2020-07-03 03:17:00,4,0 days 00:03:26.533000000,False
18022,The Head and the Heart,Lost in My Mind,2020-07-03 03:20:00,4,0 days 00:02:58.301000000,False
18023,The Shins,New Slang,2020-07-03 03:24:00,4,0 days 00:03:41.190000000,False
18024,Hozier,Someone New,2020-07-03 03:25:00,4,0 days 00:01:14.990000000,False
18025,YG,"Go Loko (feat. Tyga, Jon Z)",2020-07-03 03:30:00,4,0 days 00:04:59.226000000,False
18026,Kodak Black,Calling My Spirit,2020-07-03 03:32:00,4,0 days 00:02:07.334000000,False
18027,Bakermat,Baby,2020-07-03 03:35:00,4,0 days 00:02:40.053000000,False
18028,Rae Sremmurd,Come Get Her,2020-07-03 03:38:00,4,0 days 00:03:32.946000000,False
18029,DaBaby,Suge,2020-07-03 03:41:00,4,0 days 00:02:43.320000000,False
18030,Bryce Vine,La La Land (feat. YG) - ARKADI Remix,2020-07-03 03:44:00,4,0 days 00:02:52.849000000,False
18031,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),2020-07-03 03:55:00,4,0 days 00:03:39.067000000,False
18032,Trey Songz,"Touchin, Lovin (feat. Nicki Minaj)",2020-07-03 03:55:00,4,0 days 00:00:01.462000000,True
18033,Young Thug,The London (feat. J. Cole & Travis Scott),2020-07-03 03:58:00,4,0 days 00:03:20.186000000,False
18034,Kendrick Lamar,All The Stars (with SZA),2020-07-03 04:00:00,4,0 days 00:02:17.929000000,False
18035,DJ Khaled,Don't Quit (feat. Travis Scott & Jeremih),2020-07-03 04:04:00,4,0 days 00:03:49.146000000,False
18036,Kanye West,Father Stretch My Hands Pt. 1,2020-07-03 04:07:00,4,0 days 00:00:24.706000000,True
18037,Drake,The Motto,2020-07-03 04:07:00,4,0 days 00:02:40.100000000,False
18038,Kanye West,Waves,2020-07-03 04:10:00,4,0 days 00:02:44.374000000,False
18039,Lil Mosey,Blueberry Faygo,2020-07-03 04:13:00,4,0 days 00:02:42.546000000,False
18040,Rihanna,Sex With Me,2020-07-03 04:15:00,4,0 days 00:01:45.422000000,False
18041,Tyga,SWISH,2020-07-03 04:18:00,4,0 days 00:03:14.935000000,False
18042,Snakehips,Don't Leave - Throttle Remix,2020-07-03 04:23:00,4,0 days 00:04:59.266000000,False
18043,Tory Lanez,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,2020-07-03 04:27:00,4,0 days 00:04:08.520000000,False
18044,Kiiara,Gold,2020-07-03 04:31:00,4,0 days 00:03:45.882000000,False
18045,Lil Yachty,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),2020-07-03 04:34:00,4,0 days 00:03:25.635000000,False
18046,Russ,Live From The Villa,2020-07-03 05:03:00,4,0 days 00:00:18.773000000,True
18047,Ty Dolla $ign,Blasé (feat. Future & Rae Sremmurd) - Louis the Child Remix,2020-07-03 05:03:00,4,0 days 00:01:56.331000000,False
18048,Glass Animals,Heat Waves,2020-07-03 05:04:00,4,0 days 00:01:22.325000000,False
18049,Labrinth,Nate Growing Up,2020-07-03 16:09:00,4,0 days 00:00:07.151000000,True
18050,U2,Sunday Bloody Sunday - Remastered 2008,2020-07-03 16:09:00,4,0 days 00:00:02.786000000,True
18051,Simon & Garfunkel,Cecilia,2020-07-03 16:12:00,4,0 days 00:02:54.826000000,False
18052,Judah & the Lion,Take It All Back 2.0,2020-07-03 16:13:00,4,0 days 00:00:28.614000000,True
18053,Hippo Campus,Simple Season,2020-07-03 16:16:00,4,0 days 00:03:27.133000000,False
18054,Capital Cities,Safe And Sound,2020-07-03 16:19:00,4,0 days 00:03:12.789000000,False
18055,Quinn XCII,Another Day in Paradise,2020-07-03 16:24:00,4,0 days 00:04:15.000000000,False
18056,Rex Orange County,Uno,2020-07-03 16:26:00,4,0 days 00:02:51.789000000,False
18057,Hippo Campus,Boyish,2020-07-03 16:29:00,4,0 days 00:03:24.078000000,False
18058,Tessa Violet,Crush,2020-07-03 16:33:00,4,0 days 00:03:36.266000000,False
18059,Chicago,Saturday in the Park - 2002 Remaster,2020-07-03 16:37:00,4,0 days 00:03:55.666000000,False
18060,Weezer,Island In The Sun,2020-07-03 16:40:00,4,0 days 00:03:20.306000000,False
18061,Jack Johnson,Talk Of The Town,2020-07-03 16:43:00,4,0 days 00:03:22.360000000,False
18062,Judah & the Lion,Take It All Back 2.0,2020-07-03 16:47:00,4,0 days 00:00:05.711000000,True
18063,Surfaces,Heaven Falls / Fall on Me,2020-07-03 16:47:00,4,0 days 00:04:00.597000000,False
18064,The Beatles,Here Comes The Sun - Remastered 2009,2020-07-03 16:48:00,4,0 days 00:00:01.091000000,True
18065,Dire Straits,Walk of Life,2020-07-03 16:48:00,4,0 days 00:00:01.671000000,True
18066,Louis The Child,Dear Sense (with MAX),2020-07-03 16:48:00,4,0 days 00:00:01.555000000,True
18067,Grouplove,Tongue Tied,2020-07-03 16:48:00,4,0 days 00:00:00.882000000,True
18068,Bad Suns,Violet,2020-07-03 16:50:00,4,0 days 00:02:00.000000000,False
18069,Billy Joel,My Life,2020-07-03 16:55:00,4,0 days 00:04:41.973000000,False
18070,Bruno Mars,Treasure,2020-07-03 16:58:00,4,0 days 00:02:58.560000000,False
18071,Dire Straits,Sultans of Swing,2020-07-03 17:04:00,4,0 days 00:05:50.400000000,False
18072,Jukebox The Ghost,Girl,2020-07-03 17:04:00,4,0 days 00:00:09.460000000,True
18073,Surfaces,This View,2020-07-03 17:04:00,4,0 days 00:00:00.905000000,True
18074,La La Land Cast,Another Day Of Sun,2020-07-03 17:04:00,4,0 days 00:00:01.695000000,True
18075,Phoenix,1901,2020-07-03 17:08:00,4,0 days 00:03:13.106000000,False
18076,Blues Traveler,Run-Around,2020-07-03 17:12:00,4,0 days 00:04:39.800000000,False
18077,Rex Orange County,Loving Is Easy,2020-07-03 17:15:00,4,0 days 00:02:35.720000000,False
18078,Marc E. Bassy,Dirty Water,2020-07-03 17:15:00,4,0 days 00:00:04.288000000,True
18079,Third Eye Blind,Semi-Charmed Life - 2006 Remaster,2020-07-03 17:20:00,4,0 days 00:04:28.640000000,False
